timestamp,person_id,dwell_sec,zone_id,camera_id,source_video
3/20/2026 11:58,153,11.59,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:12,161,2509.15,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:49,163,369.89,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:49,164,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:10,169,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:37,172,316.82,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:55,174,0.6,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:05,189,1.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:23,191,923.87,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:46,194,0.9,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:06,198,53.37,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:06,204,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:16,208,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:58,210,4.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:07,229,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,236,5.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:08,254,1323.54,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:51,257,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:07,260,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,265,2.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:41,272,937.66,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:46,275,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:25,276,20.69,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,285,0.7,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:50,291,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:08,300,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:51,303,5.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:25,308,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:30,309,1102.36,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:28,311,554.58,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,312,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,314,5.0,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:09,317,6.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:28,323,783.75,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:11,329,13.39,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,356,53.57,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,363,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:38,369,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:55,378,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:51,390,214.98,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:44,395,11.09,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:24,397,55.07,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:11,403,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:32,408,0.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,424,768.16,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,433,5.0,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:58,438,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:51,447,248.96,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:14,458,5.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:48,475,1.0,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:15,476,1.7,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:47,478,0.9,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:15,482,13.89,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:16,496,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:41,497,6.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:55,500,0.9,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:16,506,2497.36,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:35,513,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,532,23.99,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:22,551,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:29,556,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:44,586,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:52,588,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:22,614,12.59,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:56,616,34.78,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:48,618,536.39,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:23,651,1.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:56,655,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,656,1.6,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:24,679,1.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:27,694,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:39,718,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:39,723,582.06,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:26,725,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:24,726,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:36,730,1324.24,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:44,742,936.56,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:27,746,1346.82,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:54,750,310.82,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:58,757,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:51,759,10.19,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:47,760,0.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,762,1.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:35,771,0.6,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:28,772,11.09,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:37,788,1095.87,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:56,792,0.9,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:22,800,1020.91,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:29,806,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:43,813,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:47,816,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:30,826,1.0,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
